station_complex_id,station_complex_name,latitude,longitude,buffer_area_sqmi,pop_density_0p5mi,pop_rank,population_0p5mi,landuse_entropy_0p5mi,landuse_entropy_relative_0p5mi,landuse_simpson_0p5mi,landuse_k_categories_0p5mi,jobs_0p5mi,intersection_count_0p5mi,intersection_density_0p5mi,citibike_count_0p5mi,pct_hh_no_vehicle_0p5mi,median_hh_income_0p5mi,pct_workers_wfh_0p5mi,pct_car_truck_van_0p5mi,pct_transit_0p5mi,pct_taxicab_0p5mi,pct_bicycle_0p5mi,pct_walked_0p5mi,pct_other_means_0p5mi,pct_wfh_0p5mi,median_hh_income_0p5mi_approx,bus_routes_0p5mi,subway_lines_0p5mi,commuter_lines_0p5mi,dist_to_commuter_stop_ft,dist_to_commuter_stop_mi,transfer_subway_station_complexes_0p25mi,transfer_subway_station_complexes_0p10mi,dist_to_subway_station_complex_ft,dist_to_subway_station_complex_mi,subway_lines_serving_station,is_terminal_subway,has_university_0p25mi,has_university_0p5mi,has_hospital_0p25mi,has_hospital_0p5mi,has_stadium_0p1mi,cultural_count_0p25mi,cultural_count_0p5mi,has_cultural_0p25mi,cultural_count_0p25mi_capped10,has_cultural_0p5mi,cultural_count_0p5mi_capped10,adjacent_major_park_0p25mi,adjacent_major_park_0p5mi,od_jobs_exp_accessibility,log_od_jobs_exp_accessibility,destination_attractiveness_index,od_composite_exp_accessibility,log_od_composite_exp_accessibility
306,125 St (1),40.815581,-73.958372,0.784137123,58403,161,45796,1.997356139,0.832962207,0.838139683,11,15308,485,618.51427,18,6.925774223,56324.23022,13.77570097,6.113909464,59.06854923,0.578713691,2.152631207,16.72920534,0.769425341,13.77570097,65315,9,5,0,6537.603308,1.238182445,0,0,0.0,0.0,0,0,0,1,0,0,0,14,40,1,10,1,10,1,1,1957988.604027076,14.487428792572837,0.9957304345237714,86.54948359229908,5.216027346312224
307,116 St-Columbia University (1),40.807722,-73.96411,0.784137123,61471,139,48202,1.785818746,0.744744262,0.805078027,11,45721,430,548.3734765,12,7.10778539,82134.19483,15.11256513,5.912479141,48.99854748,1.755722571,2.471491246,24.05316609,0.500722086,15.11256513,99131,8,1,0,6973.061759,1.320655636,0,0,0.0,0.0,0,0,1,1,0,0,0,18,48,1,10,1,10,1,1,2450169.9584496245,14.711668359045502,0.5249052519783703,110.17236704612884,5.336690823954528
308,Cathedral Pkwy (110 St) (1),40.803967,-73.966847,0.784137123,68806,96,53953,1.819313776,0.790117934,0.812882225,10,42204,431,549.6487637,12,6.019972734,89994.67415,15.44557314,4.492279204,56.02143325,1.460683355,2.187819317,18.32147973,0.543038475,15.44557314,106301,8,1,0,7680.325797,1.454607158,0,0,0.0,0.0,0,0,1,1,0,0,0,18,52,1,10,1,10,1,1,2743377.877038926,14.824700885441114,0.7935740713558206,121.93121379974465,5.391728891378128
309,103 St (1),40.799446,-73.968379,0.784137123,91536,31,71777,1.778581228,0.772428013,0.790042712,10,18054,493,628.7165673,15,6.438282,110854.225,16.27836316,4.581517692,61.31193308,1.772255482,1.920006801,11.64851476,0.630644723,16.27836316,112373,11,6,0,8355.695238,1.582518038,0,0,0.0,0.0,0,0,0,1,0,0,0,35,53,1,10,1,10,1,1,3144910.274721659,14.96129623618348,2.7509709771295956,135.5380148767572,5.451851398872221
310,"96 St (1,2,3)",40.793919,-73.972323,0.784137123,101244,13,79389,1.682327114,0.730625382,0.744170712,10,19241,493,628.7165673,15,6.200248344,131594.9562,17.80600801,4.417453656,62.70006188,2.1185315,2.037219167,6.864459244,2.185222218,17.80600801,121650,8,6,0,10056.0562,1.904556099,0,0,0.0,0.0,0,0,0,0,0,0,0,27,62,1,10,1,10,1,1,3705646.726290133,15.125368626341848,0.9119658788068972,158.39765721195164,5.545369362019283
311,86 St (1),40.788644,-73.976218,0.784137123,95403,26,74809,1.759991371,0.76435454,0.806226012,10,24326,439,559.8510609,18,6.575009009,142224.7986,17.60753385,4.960548845,59.83580345,3.005751359,2.302324007,8.350849493,2.117688171,17.60753385,131776,10,6,0,11896.91248,2.253203121,0,0,0.0,0.0,0,0,0,1,0,0,0,27,59,1,10,1,10,1,1,4340579.205459782,15.283518585035116,2.9104645907113023,179.8424514328669,5.625799058446068
312,79 St (1),40.783934,-73.979917,0.784137123,88467,41,69370,1.850500444,0.771718626,0.824900235,11,30331,363,462.9292371,17,6.894779926,145270.5078,18.2335576,5.424295277,57.37893554,3.285995028,2.734475686,10.75695715,0.551873196,18.2335576,144294,10,6,0,10555.20583,1.999092013,0,0,0.0,0.0,0,0,0,1,0,0,0,18,63,1,10,1,10,1,1,4993494.178868994,15.423646659183534,2.684383255563402,202.94684748720897,5.705774908042778
313,"72 St (1,2,3)",40.778453,-73.98197,0.784137123,94054,29,73751,1.923526123,0.802172699,0.833073426,11,43095,428,545.8229022,17,7.962231191,140606.2381,15.33558918,5.906333838,54.04303459,3.600266269,4.074937454,13.9356844,0.707991474,15.33558918,147763,11,6,0,8675.46291,1.643080097,0,0,0.0,0.0,0,0,0,1,0,1,0,24,71,1,10,1,10,1,1,5859059.044922391,15.58349974679706,5.540945471127653,230.3501456625669,5.793018559760987
314,66 St-Lincoln Center (1),40.77344,-73.982209,0.784137123,89926,36,70514,1.686627595,0.767617299,0.750964659,9,60806,430,548.3734765,19,7.615119815,128570.4028,13.2061578,5.592135727,49.17719552,4.342239102,3.815390753,20.47582159,1.012468681,13.2061578,143907,12,7,0,6917.111609,1.310059017,0,0,0.0,0.0,0,0,1,1,1,1,0,30,78,1,10,1,10,1,1,6772238.90865932,15.728342448166918,5.833727798735358,260.7910639139228,5.881768374689731
614,"59 St-Columbus Circle (1,A,C,B,D)",40.7682715,-73.9818325,0.784137123,65768,114,51571,1.594097534,0.664790307,0.760573116,11,152934,362,461.65395,22,5.803384406,120435.4074,12.80851289,4.530452489,42.98818694,4.565152389,2.070172246,30.54232719,1.212760246,12.80851289,134982,33,13,0,5092.503763,0.964489349,0,0,0.0,0.0,0,0,1,1,0,1,0,29,78,1,10,1,10,1,1,7760279.926220833,15.864529093336712,8.474920332347729,292.1783875146758,5.96571040268057
316,50 St (1),40.761728,-73.983849,0.784137123,54132,199,42447,1.464688058,0.610822364,0.687305858,11,382043,181,230.826975,36,3.919123575,110584.4623,13.00637126,3.188405432,39.7296519,3.250882934,2.5481163,35.8265273,1.719326733,13.00637126,111495,64,18,0,3336.225483,0.631860887,0,0,0.0,0.0,0,0,1,1,0,0,0,31,140,1,10,1,10,0,1,8821584.23892987,15.992712144138032,11.105610817469294,328.4094745052412,6.05458241795502
611,"Times Sq-42 St/Port Authority Bus Terminal (1,2,3,7,A,C,E,N,Q,R,W,S)",40.755746,-73.9875808,0.784137123,36152,342,28348,1.299708494,0.542020542,0.575226269,11,529365,259,330.2993731,35,3.932082618,116212.6209,11.97653522,2.339428426,43.96989824,1.638718721,2.57670654,34.10367875,1.80237991,11.97653522,108561,66,18,11,2509.451406,0.475274887,0,0,0.0,0.0,0,0,1,1,0,0,0,58,202,1,10,1,10,0,0,9181264.819665883,16.03267564194337,16.44983889190585,341.4774810485874,6.084793127207216
318,"34 St-Penn Station (1,2,3)",40.750373,-73.991057,0.784137123,41562,302,32590,1.61021559,0.671512058,0.715389709,11,449122,237,302.2430557,36,4.317935755,119790.3189,12.09167844,3.217911284,44.70000451,1.831210659,3.128233918,33.17459909,0.756337627,12.09167844,123643,67,18,11,704.566067,0.133440543,0,0,0.0,0.0,0,0,1,1,0,0,0,68,190,1,10,1,10,0,0,9347449.401046522,16.05061417969967,15.903176830991631,350.14160601095466,6.104331260552801
319,28 St (1),40.747215,-73.993365,0.784137123,58991,157,46257,1.672080112,0.697311568,0.741144882,11,360065,229,292.0407584,32,4.728939834,115730.4967,12.49707925,3.445713844,48.89041453,1.431204891,3.153377392,28.90945966,0.389524441,12.49707925,132350,58,15,11,1230.550779,0.23305886,0,0,0.0,0.0,0,0,1,1,0,0,0,44,182,1,10,1,10,0,0,9269014.297051828,16.042187707202043,14.456529444386126,349.8977611200463,6.103786564093305
320,23 St (1),40.744081,-73.995657,0.784137123,75475,78,59183,1.759693679,0.733849263,0.793009151,11,244801,225,286.9396098,31,4.879201267,122245.2578,12.4701976,4.056226084,51.61852193,2.225842568,2.932952314,25.35809326,0.493370216,12.4701976,133543,44,14,11,2439.4517,0.462017367,0,0,0.0,0.0,0,0,1,1,0,0,0,49,136,1,10,1,10,0,0,9099095.375751778,16.023685667188634,12.785606233969359,345.43326948656784,6.093761056217451
321,18 St (1),40.74104,-73.997871,0.784137123,80457,60,63089,1.841462063,0.767949328,0.824552465,11,174652,245,312.4453529,38,5.478202611,132473.7605,12.21152928,4.578280197,52.62660477,2.514461066,2.771023024,23.57595479,0.774947111,12.21152928,144710,26,14,0,3676.014879,0.696214939,0,0,0.0,0.0,0,0,1,1,0,1,0,26,132,1,10,1,10,0,0,8804800.88864056,15.990807799788854,9.056255068954412,339.0177562290275,6.079176008323732
601,"14 St/6 Av (1,2,3,L,F,M)",40.73779633,-73.997732,0.784137123,81302,56,63752,1.830199727,0.763252569,0.819183424,11,164510,279,355.8051162,37,5.759397152,143376.8717,12.41558777,4.726073324,52.2550248,3.045727907,2.655457706,22.8134768,0.954016156,12.41558777,150892,23,20,0,4800.209898,0.909130663,0,0,0.0,0.0,0,0,1,1,1,1,0,29,118,1,10,1,10,0,0,8612529.547430918,15.968728741169276,10.05829971873736,332.5903677275297,6.064347483420116
323,Christopher St-Stonewall (1),40.733422,-74.002906,0.784137123,75667,76,59333,1.963672768,0.81891515,0.838370433,11,85862,406,517.7665848,36,6.419605182,136055.3613,14.75152751,5.286659634,48.98904061,4.148103972,3.684961648,20.82242193,0.933710048,14.75152751,140676,23,12,0,6766.737736,1.281579117,0,0,0.0,0.0,0,0,0,1,0,1,0,21,93,1,10,1,10,0,0,8018974.5691122245,15.897321237159288,7.302170192169177,311.83819364088407,6.014911682056738
324,Houston St (1),40.728251,-74.005367,0.784137123,49254,242,38622,1.939390149,0.808788512,0.823123708,11,100961,466,594.2838141,32,6.074559316,145327.1332,16.0001298,5.153586485,44.44562478,4.975435538,4.84992702,22.36745694,0.910673342,16.0001298,134770,17,14,0,8768.849949,1.660767036,0,0,0.0,0.0,0,0,0,1,0,0,0,26,83,1,10,1,10,0,0,7594156.720532827,15.842889788656555,3.958774962798537,297.94097581943663,5.980384525280733
325,Canal St (1),40.722854,-74.006277,0.784137123,38561,326,30237,1.772037262,0.738996937,0.775430674,11,125403,432,550.9240508,30,5.465379568,164823.344,19.63547329,4.664363854,44.1367317,5.79656602,2.763894122,20.45177615,1.750179152,19.63547329,136378,19,14,0,10699.29014,2.026380708,0,0,0.0,0.0,0,0,1,1,0,0,0,32,103,1,10,1,10,0,0,7317068.513438189,15.805720466085928,3.9032722192354177,285.7816923906505,5.949165344301857
326,Franklin St (1),40.719318,-74.006886,0.784137123,45553,274,35720,1.663964072,0.693926916,0.757242233,11,153647,468,596.8343884,34,5.39035082,188699.7097,17.19719453,4.209860349,44.60108889,5.655838943,2.075848814,23.32431158,1.755366419,17.19719453,144776,26,16,0,11974.3805,2.267875096,0,0,0.0,0.0,0,0,1,1,0,0,0,41,120,1,10,1,10,0,0,7123374.429108576,15.778892248171093,5.384466862917918,276.20959312595,5.923884261877035
327,"Chambers St (1,2,3)",40.715478,-74.009266,0.784137123,50140,222,39317,1.548378651,0.645724052,0.713894601,11,197407,655,835.3130863,34,5.390863193,199359.1426,15.02096621,4.527961743,45.28112067,5.245818756,1.529802278,25.72738889,1.804040005,15.02096621,166353,30,15,0,13509.99477,2.55871113,0,0,0.0,0.0,0,0,1,1,0,1,0,26,109,1,10,1,10,0,0,6807015.75300815,15.733464513571198,8.512511798223782,260.72663880160593,5.8815886223021945
328,WTC Cortlandt (1),40.711835,-74.012188,0.784137123,62768,133,49219,1.459125418,0.633690117,0.68629119,10,229959,727,927.1337614,31,4.28928169,196950.5818,11.04493485,3.653687819,51.21465878,3.626366713,0.966213638,27.58798579,1.144282545,11.04493485,183122,33,15,0,14435.40367,2.733977968,0,0,0.0,0.0,0,0,1,1,0,1,0,24,109,1,10,1,10,0,0,6422961.748055107,15.675390056449658,9.580194647057786,243.67111974165402,5.832828065659547
329,Rector St (1),40.707513,-74.013783,0.784137123,49490,234,38807,1.512141941,0.656714901,0.690830334,10,248730,769,980.6958219,31,3.579683394,189201.4728,11.59082525,3.073191995,52.04744114,2.241389302,0.564012251,28.8424191,0.989996986,11.59082525,186954,41,13,0,13697.42047,2.594208422,0,0,0.0,0.0,0,0,1,1,0,1,0,41,113,1,10,1,10,0,0,5994741.719940184,15.60639342974973,9.335737684352145,224.77849820758354,5.775885985840671
635,"Whitehall St-South Ferry (1,R,W)",40.7025775,-74.013329,0.784137123,28063,391,22005,1.660677518,0.75580691,0.752344198,9,159215,704,897.8021569,21,3.074490162,193179.996,12.67173879,2.669589041,53.34647467,1.92254381,0.292028846,27.77670565,0.876399448,12.67173879,194317,39,10,0,12525.11757,2.372181358,0,0,0.0,0.0,0,0,1,1,0,0,0,37,81,1,10,1,10,0,0,5491889.292002837,15.518783069705954,4.312642963490568,203.51599435308435,5.707666497883478
416,Wakefield-241 St (2),40.903125,-73.85062,0.784137123,21631,410,16962,1.705850204,0.71139479,0.729384402,11,3418,239,304.79363,0,42.3546979,69231.05336,3.38638821,36.97593169,50.24176335,0.469882968,0.0,3.084681907,0.462585659,3.38638821,73021,3,2,1,1733.602126,0.328333736,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133448.8134058233,11.80148075659882,-5.963242703709375,-28.768188267844046,4.2324136250242175
417,"Nereid Av (2,5)",40.898379,-73.854376,0.784137123,31371,378,24599,1.809267699,0.754523235,0.738650004,11,3423,325,414.4683253,0,44.29904384,62462.82931,3.189332435,37.25966586,47.73282111,0.459649895,0.000418153,4.112409562,0.204838242,3.189332435,71385,4,2,1,2604.483035,0.493273302,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,159259.26539299657,11.978295032223437,-5.22938333468517,-33.26331989781001,4.16492974190597
418,"233 St (2,5)",40.893193,-73.857473,0.784137123,40165,316,31495,1.962247908,0.818320938,0.818767939,11,6123,295,376.2097106,0,41.80652766,50908.72546,3.021180592,34.67108886,48.21907273,0.945401991,0.602195958,5.017124088,0.167877225,3.021180592,56302,5,2,1,1699.551576,0.321884768,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,186314.91081077847,12.135198957187596,-2.3444827972552327,-38.95187234535903,4.072433015528724
419,"225 St (2,5)",40.888022,-73.860341,0.784137123,43903,284,34426,1.782420997,0.774095603,0.779415719,10,5543,227,289.4901841,0,38.71355267,47209.71624,2.528870331,30.25681128,52.66297261,0.850809844,0.5584556,4.595476879,0.0,2.528870331,49259,4,2,0,2767.054235,0.524063302,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,218691.04777051334,12.295419844643519,-2.66366506051659,-41.24595354433918,4.032567112017034
420,"219 St (2,5)",40.883895,-73.862633,0.784137123,43617,285,34202,1.725185729,0.71945833,0.757801896,11,2274,214,272.9114511,0,35.93365381,44980.79645,3.399250871,28.81873541,55.67830181,0.876613847,0.457522691,3.489755028,0.162759509,3.399250871,46056,7,2,0,3033.293093,0.574487328,0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,249096.7948960582,12.4256008489271,-4.670581892681457,-40.92631329915055,4.038217941087545
421,"Gun Hill Rd (2,5)",40.87785,-73.866256,0.784137123,42584,294,33392,1.884976077,0.818634709,0.802137877,10,3410,420,535.620605,2,31.55677189,42867.06241,4.266613456,26.32022991,57.09424961,1.128897842,0.385620388,4.704854285,0.862992524,4.266613456,44835,8,2,1,1355.162717,0.256659606,0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,292590.5223889599,12.586532793768246,-4.232935653641178,-42.15951199296077,4.01623826072737
422,"Burke Av (2,5)",40.871356,-73.867164,0.784137123,44740,278,35082,1.972000692,0.822388164,0.83052981,11,4419,539,687.3797764,1,31.47783333,47756.39954,3.376085335,28.0977235,58.05092153,1.210696331,0.588337456,4.479538275,0.816587736,3.376085335,51297,10,2,0,2840.699387,0.538011248,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,328801.72319236473,12.703213224345086,-4.661100638213738,-43.0710341640253,3.999675654291281
423,"Allerton Av (2,5)",40.865462,-73.867352,0.784137123,49171,243,38557,1.627446841,0.678698048,0.700389115,11,5615,438,558.5757737,0,28.86130613,45930.89349,2.815085136,24.70129607,59.20166772,0.845612618,0.53659167,7.249745559,0.48999117,2.815085136,48064,6,2,0,4376.389858,0.828861715,0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,357531.54427648976,12.786981669914184,-4.471470472703753,-44.385498638784505,3.9752978488538893
424,"Pelham Pkwy (2,5)",40.857192,-73.867615,0.784137123,45316,276,35534,1.552487721,0.67423685,0.684222001,10,6540,503,641.4694388,0,25.746166,48890.29355,4.289478066,22.12517111,62.4106935,0.486936567,0.789155826,6.091322244,0.186247792,4.289478066,50014,6,2,0,5477.655661,1.037434784,0,0,0.0,0.0,0,0,0,0,0,0,0,2,6,1,2,1,6,1,1,398617.02854096645,12.895758915394214,-3.578089149393148,-46.40333675717502,3.9366793565978275
425,"Bronx Park East (2,5)",40.848828,-73.868457,0.784137123,32130,370,25194,1.908385811,0.795858698,0.810432883,11,4480,315,401.7154537,0,30.3015812,52233.15919,5.590602177,26.1706296,55.47049244,1.428107215,1.028379644,5.497202077,0.600695072,5.590602177,55623,5,2,0,7625.062089,1.444140547,0,0,0.0,0.0,0,0,0,0,0,0,0,2,3,1,2,1,3,1,1,447239.3336143424,13.010851388201331,-4.999131072284984,-45.12555556896031,3.961306815812291
426,"E 180 St (2,5)",40.841894,-73.873488,0.784137123,36378,340,28525,2.129864101,0.888222319,0.855721318,11,2766,578,737.1159754,5,28.41452456,33641.80094,4.855572118,23.55950342,58.24730786,1.531084027,0.757555314,5.658042156,0.309122842,4.855572118,41040,10,2,0,7475.072374,1.415733404,0,0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,1,1,3,1,1,521986.69420816016,13.165399292273028,-4.504506642091997,-42.438426328950236,4.011199375769792
427,"West Farms Sq-E Tremont Av (2,5)",40.840295,-73.880049,0.784137123,44311,281,34746,1.995208127,0.832066417,0.819910097,11,3740,693,883.7739982,13,22.71914087,24162.25468,4.62496209,19.77039815,63.42828305,1.393381297,0.526375099,6.570683366,0.533764213,4.62496209,30257,9,2,0,5968.911224,1.130475611,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,582448.0090044388,13.274996922400497,-4.753172834607921,-37.16265190176635,4.102458661885871
428,"174 St (2,5)",40.837288,-73.887734,0.784137123,40325,314,31620,1.859549481,0.775492367,0.762281925,11,5774,493,628.7165673,18,24.25179738,28841.02326,5.260426813,18.95684486,62.25313644,0.800151101,0.014017865,6.486331621,0.934138788,5.260426813,29803,6,2,0,4898.715544,0.927787035,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,670631.7257951612,13.415976912591756,-5.360376624087327,-28.25371499789618,4.239854639258018
429,"Freeman St (2,5)",40.829993,-73.891865,0.784137123,53200,205,41716,1.999037251,0.833663285,0.824755921,11,6261,459,585.356804,21,24.89832685,32929.60151,5.597332474,19.49892674,61.44030278,0.763018583,0.414796337,6.38311277,0.503110198,5.597332474,35194,9,3,0,6647.796905,1.259052444,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,786233.6043138888,13.575010505646269,-4.144245025988459,-22.17127851455586,4.32387036859571
430,"Simpson St (2,5)",40.824073,-73.893064,0.784137123,56197,180,44066,2.173529145,0.906432057,0.867961981,11,11101,720,918.2067514,21,22.7950316,31612.69413,3.955734292,18.14141882,61.59919604,1.059469437,0.723145898,9.305609391,0.561813333,3.955734292,33731,9,4,0,6165.715454,1.167749139,0,0,0.0,0.0,0,0,0,0,0,0,0,1,5,1,1,1,5,0,0,866425.4044539332,13.672132450259395,-2.712178481281403,-18.087615787494858,4.376560002399579
